,y,y_time,subject,trial
5735,3,573.52,6,1
5736,3,573.62,6,1
5737,3,573.72,6,1
5738,3,573.82,6,1
5739,3,573.92,6,1
5740,3,574.02,6,1
5741,3,574.12,6,1
5742,3,574.22,6,1
5743,3,574.32,6,1
5744,3,574.42,6,1
5745,3,574.52,6,1
5746,3,574.62,6,1
5747,3,574.72,6,1
5748,3,574.82,6,1
5749,3,574.92,6,1
5750,3,575.02,6,1
5751,3,575.12,6,1
5752,3,575.22,6,1
5753,3,575.32,6,1
5754,3,575.42,6,1
5755,3,575.52,6,1
5756,3,575.62,6,1
5757,3,575.72,6,1
5758,3,575.82,6,1
5759,3,575.92,6,1
5760,3,576.02,6,1
5761,3,576.12,6,1
5762,3,576.22,6,1
5763,3,576.32,6,1
5764,3,576.42,6,1
5765,3,576.52,6,1
5766,3,576.62,6,1
5767,3,576.72,6,1
5768,3,576.82,6,1
5769,3,576.92,6,1
5770,3,577.02,6,1
5771,3,577.12,6,1
5772,3,577.22,6,1
5773,3,577.32,6,1
5774,3,577.42,6,1
5775,3,577.52,6,1
5776,3,577.62,6,1
5777,3,577.72,6,1
5778,3,577.82,6,1
5779,3,577.92,6,1
5780,3,578.02,6,1
5781,3,578.12,6,1
5782,3,578.22,6,1
5783,3,578.32,6,1
5784,3,578.42,6,1
5785,3,578.52,6,1
5786,3,578.62,6,1
5787,3,578.72,6,1
5788,3,578.82,6,1
5789,3,578.92,6,1
5790,3,579.02,6,1
5791,3,579.12,6,1
5792,3,579.22,6,1
5793,3,579.32,6,1
5794,3,579.42,6,1
5795,3,579.52,6,1
5796,3,579.62,6,1
5797,3,579.72,6,1
5798,3,579.82,6,1
5799,3,579.92,6,1
5800,3,580.02,6,1
5801,3,580.12,6,1
5802,3,580.22,6,1
5803,3,580.32,6,1
5804,3,580.42,6,1
5805,3,580.52,6,1
5806,3,580.62,6,1
5807,3,580.72,6,1
5808,3,580.82,6,1
5809,3,580.92,6,1
5810,3,581.02,6,1
5811,3,581.12,6,1
5812,3,581.22,6,1
5813,3,581.32,6,1
5814,3,581.42,6,1
5815,3,581.52,6,1
5816,3,581.62,6,1
5817,3,581.72,6,1
5818,3,581.82,6,1
5819,3,581.92,6,1
5820,3,582.02,6,1
5821,3,582.12,6,1
5822,3,582.22,6,1
5823,3,582.32,6,1
5824,3,582.42,6,1
5825,3,582.52,6,1
5826,3,582.62,6,1
5827,3,582.72,6,1
5828,3,582.82,6,1
5829,3,582.92,6,1
5830,3,583.02,6,1
5831,3,583.12,6,1
5832,3,583.22,6,1
5833,3,583.32,6,1
5834,3,583.42,6,1
5835,3,583.52,6,1
5836,3,583.62,6,1
5837,3,583.72,6,1
5838,3,583.82,6,1
5839,3,583.92,6,1
5840,3,584.02,6,1
5841,3,584.12,6,1
5842,3,584.22,6,1
5843,3,584.32,6,1
5844,3,584.42,6,1
5845,3,584.52,6,1
5846,3,584.62,6,1
5847,3,584.72,6,1
5848,3,584.82,6,1
5849,3,584.92,6,1
5850,3,585.02,6,1
5851,3,585.12,6,1
5852,3,585.22,6,1
5853,3,585.32,6,1
5854,3,585.42,6,1
5855,3,585.52,6,1
5856,3,585.62,6,1
5857,3,585.72,6,1
5858,3,585.82,6,1
5859,3,585.92,6,1
5860,3,586.02,6,1
5861,3,586.12,6,1
5862,3,586.22,6,1
5863,3,586.32,6,1
5864,3,586.42,6,1
5865,3,586.52,6,1
5866,3,586.62,6,1
5867,3,586.72,6,1
5868,3,586.82,6,1
5869,3,586.92,6,1
5870,3,587.02,6,1
5871,3,587.12,6,1
5872,3,587.22,6,1
5873,3,587.32,6,1
5874,3,587.42,6,1
5875,3,587.52,6,1
5876,3,587.62,6,1
5877,3,587.72,6,1
5878,3,587.82,6,1
5879,3,587.92,6,1
5880,3,588.02,6,1
5881,3,588.12,6,1
5882,3,588.22,6,1
5883,3,588.32,6,1
5884,3,588.42,6,1
5885,3,588.52,6,1
5886,3,588.62,6,1
5887,3,588.72,6,1
5888,3,588.82,6,1
5889,3,588.92,6,1
5890,3,589.02,6,1
5891,3,589.12,6,1
5892,3,589.22,6,1
5893,3,589.32,6,1
5894,3,589.42,6,1
5895,3,589.52,6,1
5896,3,589.62,6,1
5897,3,589.72,6,1
5898,3,589.82,6,1
5899,3,589.92,6,1
5900,3,590.02,6,1
5901,3,590.12,6,1
5902,3,590.22,6,1
5903,3,590.32,6,1
5904,3,590.42,6,1
5905,3,590.52,6,1
5906,3,590.62,6,1
5907,3,590.72,6,1
5908,3,590.82,6,1
5909,3,590.92,6,1
5910,3,591.02,6,1
5911,3,591.12,6,1
5912,3,591.22,6,1
5913,3,591.32,6,1
5914,3,591.42,6,1
5915,3,591.52,6,1
5916,3,591.62,6,1
5917,3,591.72,6,1
5918,3,591.82,6,1
5919,3,591.92,6,1
5920,3,592.02,6,1
5921,3,592.12,6,1
5922,3,592.22,6,1
5923,3,592.32,6,1
5924,3,592.42,6,1
5925,3,592.52,6,1
5926,3,592.62,6,1
5927,3,592.72,6,1
5928,3,592.82,6,1
5929,3,592.92,6,1
5930,3,593.02,6,1
5931,3,593.12,6,1
5932,3,593.22,6,1
5933,3,593.32,6,1
5934,3,593.42,6,1
5935,3,593.52,6,1
5936,3,593.62,6,1
5937,3,593.72,6,1
5938,3,593.82,6,1
5939,3,593.92,6,1
5940,3,594.02,6,1
5941,3,594.12,6,1
5942,3,594.22,6,1
5943,3,594.32,6,1
5944,3,594.42,6,1
5945,3,594.52,6,1
5946,3,594.62,6,1
5947,3,594.72,6,1
5948,3,594.82,6,1
5949,3,594.92,6,1
5950,3,595.02,6,1
5951,3,595.12,6,1
5952,3,595.22,6,1
5953,3,595.32,6,1
5954,3,595.42,6,1
5955,3,595.52,6,1
5956,3,595.62,6,1
5957,3,595.72,6,1
5958,3,595.82,6,1
5959,3,595.92,6,1
5960,3,596.02,6,1
5961,3,596.12,6,1
5962,3,596.22,6,1
5963,3,596.32,6,1
5964,3,596.42,6,1
5965,3,596.52,6,1
5966,3,596.62,6,1
5967,3,596.72,6,1
5968,3,596.82,6,1
5969,3,596.92,6,1
5970,3,597.02,6,1
5971,3,597.12,6,1
5972,3,597.22,6,1
5973,3,597.32,6,1
5974,3,597.42,6,1
5975,3,597.52,6,1
5976,3,597.62,6,1
5977,3,597.72,6,1
5978,3,597.82,6,1
5979,3,597.92,6,1
5980,3,598.02,6,1
5981,3,598.12,6,1
5982,3,598.22,6,1
5983,3,598.32,6,1
5984,3,598.42,6,1
5985,3,598.52,6,1
5986,3,598.62,6,1
5987,3,598.72,6,1
5988,3,598.82,6,1
5989,3,598.92,6,1
5990,3,599.02,6,1
5991,3,599.12,6,1
5992,3,599.22,6,1
5993,3,599.32,6,1
5994,3,599.42,6,1
5995,3,599.52,6,1
5996,3,599.62,6,1
5997,3,599.72,6,1
5998,3,599.82,6,1
5999,3,599.92,6,1
6000,3,600.02,6,1
6001,3,600.12,6,1
6002,3,600.22,6,1
6003,3,600.32,6,1
6004,3,600.42,6,1
6005,3,600.52,6,1
6006,3,600.62,6,1
6007,3,600.72,6,1
6008,3,600.82,6,1
6009,3,600.92,6,1
6010,3,601.02,6,1
6011,3,601.12,6,1
6012,3,601.22,6,1
6013,3,601.32,6,1
6014,3,601.42,6,1
6015,3,601.52,6,1
6016,3,601.62,6,1
6017,3,601.72,6,1
6018,3,601.82,6,1
6019,3,601.92,6,1
6020,3,602.02,6,1
6021,3,602.12,6,1
6022,3,602.22,6,1
6023,3,602.32,6,1
6024,3,602.42,6,1
6025,3,602.52,6,1
6026,3,602.62,6,1
6027,3,602.72,6,1
6028,3,602.82,6,1
6029,3,602.92,6,1
6030,3,603.02,6,1
6031,3,603.12,6,1
6032,3,603.22,6,1
6033,3,603.32,6,1
6034,3,603.42,6,1
6035,3,603.52,6,1
6036,3,603.62,6,1
6037,3,603.72,6,1
6038,3,603.82,6,1
6039,3,603.92,6,1
6040,3,604.02,6,1
6041,3,604.12,6,1
6042,3,604.22,6,1
6043,3,604.32,6,1
6044,3,604.42,6,1
6045,3,604.52,6,1
6046,3,604.62,6,1
6047,3,604.72,6,1
6048,3,604.82,6,1
6049,3,604.92,6,1
6050,3,605.02,6,1
6051,3,605.12,6,1
6052,3,605.22,6,1
6053,3,605.32,6,1
6054,3,605.42,6,1
6055,3,605.52,6,1
6056,3,605.62,6,1
6057,3,605.72,6,1
6058,3,605.82,6,1
6059,3,605.92,6,1
6060,3,606.02,6,1
6061,3,606.12,6,1
6062,3,606.22,6,1
6063,3,606.32,6,1
6064,3,606.42,6,1
6065,3,606.52,6,1
6066,3,606.62,6,1
6067,3,606.72,6,1
6068,3,606.82,6,1
6069,3,606.92,6,1
6070,3,607.02,6,1
6071,3,607.12,6,1
6072,3,607.22,6,1
6073,3,607.32,6,1
6074,3,607.42,6,1
6075,3,607.52,6,1
6076,3,607.62,6,1
6077,3,607.72,6,1
6078,3,607.82,6,1
6079,3,607.92,6,1
6080,3,608.02,6,1
6081,3,608.12,6,1
6082,3,608.22,6,1
6083,3,608.32,6,1
6084,3,608.42,6,1
6085,3,608.52,6,1
6086,3,608.62,6,1
6087,3,608.72,6,1
6088,3,608.82,6,1
6089,3,608.92,6,1
6090,3,609.02,6,1
6091,3,609.12,6,1
6092,3,609.22,6,1
6093,3,609.32,6,1
6094,3,609.42,6,1
6095,3,609.52,6,1
6096,3,609.62,6,1
6097,3,609.72,6,1
6098,3,609.82,6,1
6099,3,609.92,6,1
6100,3,610.02,6,1
6101,3,610.12,6,1
6102,3,610.22,6,1
6103,3,610.32,6,1
6104,3,610.42,6,1
6105,3,610.52,6,1
6106,3,610.62,6,1
6107,0,610.72,6,1
6108,0,610.82,6,1
6109,0,610.92,6,1
6110,0,611.02,6,1
6111,0,611.12,6,1
6112,0,611.22,6,1
6113,0,611.32,6,1
6114,0,611.42,6,1
6115,0,611.52,6,1
6116,0,611.62,6,1
6117,0,611.72,6,1
6118,0,611.82,6,1
6119,0,611.92,6,1
6120,0,612.02,6,1
6121,0,612.12,6,1
6122,0,612.22,6,1
6123,0,612.32,6,1
6124,0,612.42,6,1
6125,0,612.52,6,1
6126,0,612.62,6,1
6127,0,612.72,6,1
6128,0,612.82,6,1
6129,0,612.92,6,1
6130,0,613.02,6,1
6131,0,613.12,6,1
6132,0,613.22,6,1
6133,0,613.32,6,1
6134,0,613.42,6,1
6135,0,613.52,6,1
6136,0,613.62,6,1
6137,0,613.72,6,1
6138,0,613.82,6,1
6139,0,613.92,6,1
6140,0,614.02,6,1
6141,0,614.12,6,1
6142,0,614.22,6,1
6143,0,614.32,6,1
6144,0,614.42,6,1
6145,0,614.52,6,1
6146,0,614.62,6,1
6147,0,614.72,6,1
6148,0,614.82,6,1
6149,0,614.92,6,1
6150,0,615.02,6,1
6151,0,615.12,6,1
6152,0,615.22,6,1
6153,0,615.32,6,1
6154,0,615.42,6,1
6155,0,615.52,6,1
6156,0,615.62,6,1
6157,0,615.72,6,1
6158,0,615.82,6,1
6159,0,615.92,6,1
6160,0,616.02,6,1
6161,0,616.12,6,1
6162,0,616.22,6,1
6163,0,616.32,6,1
6164,0,616.42,6,1
6165,0,616.52,6,1
6166,0,616.62,6,1
6167,0,616.72,6,1
6168,0,616.82,6,1
6169,0,616.92,6,1
6170,0,617.02,6,1
6171,0,617.12,6,1
6172,0,617.22,6,1
6173,0,617.32,6,1
6174,0,617.42,6,1
6175,0,617.52,6,1
6176,0,617.62,6,1
6177,0,617.72,6,1
6178,0,617.82,6,1
6179,0,617.92,6,1
6180,0,618.02,6,1
6181,0,618.12,6,1
6182,0,618.22,6,1
6183,0,618.32,6,1
6184,0,618.42,6,1
6185,0,618.52,6,1
6186,0,618.62,6,1
6187,0,618.72,6,1
6188,0,618.82,6,1
6189,0,618.92,6,1
6190,0,619.02,6,1
6191,0,619.12,6,1
6192,0,619.22,6,1
6193,0,619.32,6,1
6194,0,619.42,6,1
6195,0,619.52,6,1
6196,0,619.62,6,1
6197,0,619.72,6,1
6198,0,619.82,6,1
6199,0,619.92,6,1
6200,0,620.02,6,1
6201,0,620.12,6,1
6202,0,620.22,6,1
6203,0,620.32,6,1
6204,0,620.42,6,1
6205,0,620.52,6,1
6206,0,620.62,6,1
6207,0,620.72,6,1
6208,0,620.82,6,1
6209,0,620.92,6,1
6210,0,621.02,6,1
6211,0,621.12,6,1
6212,0,621.22,6,1
6213,0,621.32,6,1
6214,0,621.42,6,1
6215,0,621.52,6,1
6216,0,621.62,6,1
6217,0,621.72,6,1
6218,0,621.82,6,1
6219,0,621.92,6,1
6220,0,622.02,6,1
6221,0,622.12,6,1
6222,0,622.22,6,1
6223,0,622.32,6,1
6224,0,622.42,6,1
6225,0,622.52,6,1
6226,0,622.62,6,1
6227,0,622.72,6,1
6228,0,622.82,6,1
6229,0,622.92,6,1
6230,0,623.02,6,1
6231,0,623.12,6,1
6232,0,623.22,6,1
6233,0,623.32,6,1
6234,0,623.42,6,1
6235,0,623.52,6,1
6236,0,623.62,6,1
6237,0,623.72,6,1
6238,0,623.82,6,1
6239,0,623.92,6,1
6240,0,624.02,6,1
6241,0,624.12,6,1
6242,0,624.22,6,1
6243,0,624.32,6,1
6244,0,624.42,6,1
6245,0,624.52,6,1
6246,0,624.62,6,1
6247,0,624.72,6,1
6248,0,624.82,6,1
6249,0,624.92,6,1
6250,0,625.02,6,1
6251,0,625.12,6,1
6252,0,625.22,6,1
6253,0,625.32,6,1
6254,0,625.42,6,1
6255,0,625.52,6,1
6256,0,625.62,6,1
6257,0,625.72,6,1
6258,0,625.82,6,1
6259,0,625.92,6,1
6260,0,626.02,6,1
6261,0,626.12,6,1
6262,0,626.22,6,1
6263,0,626.32,6,1
6264,0,626.42,6,1
6265,0,626.52,6,1
6266,0,626.62,6,1
6267,0,626.72,6,1
6268,0,626.82,6,1
6269,0,626.92,6,1
6270,0,627.02,6,1
6271,0,627.12,6,1
6272,0,627.22,6,1
6273,0,627.32,6,1
6274,0,627.42,6,1
6275,0,627.52,6,1
6276,0,627.62,6,1
6277,0,627.72,6,1
6278,0,627.82,6,1
6279,0,627.92,6,1
6280,0,628.02,6,1
6281,0,628.12,6,1
6282,0,628.22,6,1
6283,0,628.32,6,1
6284,0,628.42,6,1
6285,0,628.52,6,1
6286,0,628.62,6,1
6287,0,628.72,6,1
6288,0,628.82,6,1
6289,0,628.92,6,1
6290,0,629.02,6,1
6291,0,629.12,6,1
6292,0,629.22,6,1
6293,0,629.32,6,1
6294,0,629.42,6,1
6295,0,629.52,6,1
6296,0,629.62,6,1
6297,0,629.72,6,1
6298,0,629.82,6,1
6299,0,629.92,6,1
6300,0,630.02,6,1
6301,0,630.12,6,1
6302,0,630.22,6,1
6303,0,630.32,6,1
6304,0,630.42,6,1
6305,0,630.52,6,1
6306,0,630.62,6,1
6307,0,630.72,6,1
6308,0,630.82,6,1
6309,0,630.92,6,1
6310,0,631.02,6,1
6311,0,631.12,6,1
6312,0,631.22,6,1
6313,0,631.32,6,1
6314,0,631.42,6,1
6315,0,631.52,6,1
6316,0,631.62,6,1
6317,0,631.72,6,1
6318,0,631.82,6,1
6319,0,631.92,6,1
6320,0,632.02,6,1
6321,0,632.12,6,1
6322,0,632.22,6,1
6323,0,632.32,6,1
6324,0,632.42,6,1
6325,0,632.52,6,1
6326,0,632.62,6,1
6327,0,632.72,6,1
6328,0,632.82,6,1
6329,0,632.92,6,1
6330,0,633.02,6,1
6331,0,633.12,6,1
6332,0,633.22,6,1
6333,0,633.32,6,1
6334,0,633.42,6,1
6335,0,633.52,6,1
6336,0,633.62,6,1
6337,0,633.72,6,1
6338,0,633.82,6,1
6339,0,633.92,6,1
6340,0,634.02,6,1
6341,0,634.12,6,1
6342,0,634.22,6,1
6343,0,634.32,6,1
6344,0,634.42,6,1
6345,0,634.52,6,1
6346,0,634.62,6,1
6347,0,634.72,6,1
6348,0,634.82,6,1
6349,0,634.92,6,1
6350,0,635.02,6,1
6351,0,635.12,6,1
6352,0,635.22,6,1
6353,0,635.32,6,1
6354,0,635.42,6,1
6355,0,635.52,6,1
6356,0,635.62,6,1
6357,0,635.72,6,1
6358,0,635.82,6,1
6359,0,635.92,6,1
6360,0,636.02,6,1
6361,0,636.12,6,1
6362,0,636.22,6,1
6363,0,636.32,6,1
6364,0,636.42,6,1
6365,0,636.52,6,1
6366,0,636.62,6,1
6367,0,636.72,6,1
6368,0,636.82,6,1
6369,0,636.92,6,1
6370,0,637.02,6,1
6371,0,637.12,6,1
6372,0,637.22,6,1
6373,0,637.32,6,1
6374,0,637.42,6,1
6375,0,637.52,6,1
6376,0,637.62,6,1
6377,0,637.72,6,1
6378,0,637.82,6,1
6379,0,637.92,6,1
6380,0,638.02,6,1
6381,0,638.12,6,1
6382,0,638.22,6,1
6383,0,638.32,6,1
6384,0,638.42,6,1
6385,0,638.52,6,1
6386,0,638.62,6,1
6387,0,638.72,6,1
6388,0,638.82,6,1
6389,0,638.92,6,1
6390,0,639.02,6,1
6391,0,639.12,6,1
6392,0,639.22,6,1
6393,0,639.32,6,1
6394,0,639.42,6,1
6395,0,639.52,6,1
6396,0,639.62,6,1
6397,0,639.72,6,1
6398,0,639.82,6,1
6399,0,639.92,6,1
6400,0,640.02,6,1
6401,0,640.12,6,1
6402,0,640.22,6,1
6403,0,640.32,6,1
6404,0,640.42,6,1
6405,0,640.52,6,1
6406,0,640.62,6,1
6407,0,640.72,6,1
6408,0,640.82,6,1
6409,0,640.92,6,1
6410,0,641.02,6,1
6411,0,641.12,6,1
6412,0,641.22,6,1
6413,0,641.32,6,1
6414,0,641.42,6,1
6415,0,641.52,6,1
6416,0,641.62,6,1
6417,0,641.72,6,1
6418,0,641.82,6,1
6419,0,641.92,6,1
6420,0,642.02,6,1
6421,0,642.12,6,1
6422,0,642.22,6,1
6423,0,642.32,6,1
6424,0,642.42,6,1
6425,0,642.52,6,1
6426,0,642.62,6,1
6427,0,642.72,6,1
6428,0,642.82,6,1
6429,0,642.92,6,1
6430,0,643.02,6,1
6431,0,643.12,6,1
6432,0,643.22,6,1
6433,0,643.32,6,1
6434,0,643.42,6,1
6435,0,643.52,6,1
6436,0,643.62,6,1
6437,0,643.72,6,1
6438,0,643.82,6,1
6439,0,643.92,6,1
6440,0,644.02,6,1
6441,0,644.12,6,1
6442,0,644.22,6,1
6443,0,644.32,6,1
6444,0,644.42,6,1
6445,0,644.52,6,1
6446,0,644.62,6,1
6447,0,644.72,6,1
6448,0,644.82,6,1
6449,0,644.92,6,1
6450,0,645.02,6,1
6451,0,645.12,6,1
6452,0,645.22,6,1
6453,0,645.32,6,1
6454,0,645.42,6,1
6455,0,645.52,6,1
6456,0,645.62,6,1
6457,0,645.72,6,1
6458,0,645.82,6,1
6459,0,645.92,6,1
6460,0,646.02,6,1
6461,0,646.12,6,1
6462,0,646.22,6,1
6463,0,646.32,6,1
6464,0,646.42,6,1
6465,0,646.52,6,1
6466,0,646.62,6,1
6467,0,646.72,6,1
6468,0,646.82,6,1
6469,0,646.92,6,1
6470,0,647.02,6,1
6471,0,647.12,6,1
6472,0,647.22,6,1
6473,0,647.32,6,1
6474,0,647.42,6,1
6475,0,647.52,6,1
6476,0,647.62,6,1
6477,0,647.72,6,1
6478,0,647.82,6,1
6479,0,647.92,6,1
6480,0,648.02,6,1
6481,0,648.12,6,1
6482,0,648.22,6,1
6483,0,648.32,6,1
6484,0,648.42,6,1
6485,0,648.52,6,1
6486,0,648.62,6,1
6487,0,648.72,6,1
6488,0,648.82,6,1
6489,0,648.92,6,1
6490,0,649.02,6,1
6491,0,649.12,6,1
6492,0,649.22,6,1
6493,0,649.32,6,1
6494,0,649.42,6,1
6495,0,649.52,6,1
6496,0,649.62,6,1
6497,0,649.72,6,1
6498,0,649.82,6,1
6499,0,649.92,6,1
6500,0,650.02,6,1
6501,0,650.12,6,1
6502,0,650.22,6,1
6503,0,650.32,6,1
6504,0,650.42,6,1
6505,0,650.52,6,1
6506,0,650.62,6,1
6507,0,650.72,6,1
6508,0,650.82,6,1
6509,0,650.92,6,1
6510,0,651.02,6,1
6511,0,651.12,6,1
6512,0,651.22,6,1
6513,0,651.32,6,1
6514,0,651.42,6,1
6515,0,651.52,6,1
6516,0,651.62,6,1
6517,0,651.72,6,1
6518,0,651.82,6,1
6519,0,651.92,6,1
6520,0,652.02,6,1
6521,0,652.12,6,1
6522,0,652.22,6,1
6523,0,652.32,6,1
6524,0,652.42,6,1
6525,0,652.52,6,1
6526,0,652.62,6,1
6527,0,652.72,6,1
6528,0,652.82,6,1
6529,0,652.92,6,1
6530,0,653.02,6,1
6531,0,653.12,6,1
6532,0,653.22,6,1
6533,0,653.32,6,1
6534,0,653.42,6,1
6535,0,653.52,6,1
6536,0,653.62,6,1
6537,0,653.72,6,1
6538,0,653.82,6,1
6539,0,653.92,6,1
6540,0,654.02,6,1
6541,0,654.12,6,1
6542,0,654.22,6,1
6543,0,654.32,6,1
6544,0,654.42,6,1
6545,0,654.52,6,1
6546,0,654.62,6,1
6547,0,654.72,6,1
6548,0,654.82,6,1
6549,0,654.92,6,1
6550,0,655.02,6,1
6551,0,655.12,6,1
6552,0,655.22,6,1
6553,0,655.32,6,1
6554,0,655.42,6,1
6555,0,655.52,6,1
6556,0,655.62,6,1
6557,0,655.72,6,1
6558,0,655.82,6,1
6559,0,655.92,6,1
6560,0,656.02,6,1
6561,0,656.12,6,1
6562,0,656.22,6,1
6563,0,656.32,6,1
6564,0,656.42,6,1
6565,0,656.52,6,1
6566,0,656.62,6,1
6567,0,656.72,6,1
6568,0,656.82,6,1
6569,0,656.92,6,1
6570,0,657.02,6,1
6571,0,657.12,6,1
6572,0,657.22,6,1
6573,0,657.32,6,1
6574,0,657.42,6,1
6575,0,657.52,6,1
6576,0,657.62,6,1
6577,0,657.72,6,1
6578,0,657.82,6,1
6579,0,657.92,6,1
6580,0,658.02,6,1
6581,0,658.12,6,1
6582,0,658.22,6,1
6583,0,658.32,6,1
6584,0,658.42,6,1
6585,0,658.52,6,1
6586,0,658.62,6,1
6587,0,658.72,6,1
6588,0,658.82,6,1
6589,0,658.92,6,1
6590,0,659.02,6,1
6591,0,659.12,6,1
6592,0,659.22,6,1
6593,0,659.32,6,1
6594,0,659.42,6,1
6595,0,659.52,6,1
6596,0,659.62,6,1
6597,0,659.72,6,1
6598,0,659.82,6,1
6599,0,659.92,6,1
6600,0,660.02,6,1
6601,0,660.12,6,1
6602,0,660.22,6,1
6603,0,660.32,6,1
6604,0,660.42,6,1
6605,0,660.52,6,1
6606,0,660.62,6,1
6607,0,660.72,6,1
6608,0,660.82,6,1
6609,0,660.92,6,1
6610,0,661.02,6,1
6611,0,661.12,6,1
6612,0,661.22,6,1
6613,0,661.32,6,1
6614,0,661.42,6,1
6615,0,661.52,6,1
6616,0,661.62,6,1
6617,0,661.72,6,1
6618,0,661.82,6,1
6619,0,661.92,6,1
6620,0,662.02,6,1
6621,0,662.12,6,1
6622,0,662.22,6,1
6623,0,662.32,6,1
6624,0,662.42,6,1
6625,0,662.52,6,1
6626,0,662.62,6,1
6627,0,662.72,6,1
6628,0,662.82,6,1
6629,0,662.92,6,1
6630,0,663.02,6,1
6631,0,663.12,6,1
6632,0,663.22,6,1
6633,0,663.32,6,1
6634,0,663.42,6,1
6635,0,663.52,6,1
6636,0,663.62,6,1
6637,0,663.72,6,1
6638,0,663.82,6,1
6639,0,663.92,6,1
6640,0,664.02,6,1
6641,0,664.12,6,1
6642,0,664.22,6,1
6643,0,664.32,6,1
6644,0,664.42,6,1
6645,0,664.52,6,1
6646,0,664.62,6,1
6647,0,664.72,6,1
6648,0,664.82,6,1
6649,0,664.92,6,1
6650,0,665.02,6,1
6651,0,665.12,6,1
6652,0,665.22,6,1
6653,0,665.32,6,1
6654,0,665.42,6,1
6655,0,665.52,6,1
6656,0,665.62,6,1
6657,0,665.72,6,1
6658,0,665.82,6,1
6659,0,665.92,6,1
6660,0,666.02,6,1
6661,0,666.12,6,1
6662,0,666.22,6,1
6663,0,666.32,6,1
6664,0,666.42,6,1
6665,0,666.52,6,1
6666,0,666.62,6,1
6667,0,666.72,6,1
6668,0,666.82,6,1
6669,0,666.92,6,1
6670,0,667.02,6,1
6671,0,667.12,6,1
6672,0,667.22,6,1
6673,0,667.32,6,1
6674,0,667.42,6,1
6675,0,667.52,6,1
6676,0,667.62,6,1
6677,0,667.72,6,1
6678,0,667.82,6,1
6679,0,667.92,6,1
6680,0,668.02,6,1
6681,0,668.12,6,1
6682,0,668.22,6,1
6683,0,668.32,6,1
6684,0,668.42,6,1
6685,0,668.52,6,1
6686,0,668.62,6,1
6687,0,668.72,6,1
6688,0,668.82,6,1
6689,0,668.92,6,1
6690,0,669.02,6,1
6691,0,669.12,6,1
6692,0,669.22,6,1
6693,0,669.32,6,1
6694,0,669.42,6,1
6695,0,669.52,6,1
6696,0,669.62,6,1
6697,0,669.72,6,1
6698,0,669.82,6,1
6699,0,669.92,6,1
6700,0,670.02,6,1
6701,0,670.12,6,1
6702,0,670.22,6,1
6703,0,670.32,6,1
6704,0,670.42,6,1
6705,0,670.52,6,1
6706,0,670.62,6,1
6707,0,670.72,6,1
6708,0,670.82,6,1
6709,0,670.92,6,1
6710,0,671.02,6,1
6711,0,671.12,6,1
6712,0,671.22,6,1
6713,0,671.32,6,1
6714,0,671.42,6,1
6715,0,671.52,6,1
6716,0,671.62,6,1
6717,0,671.72,6,1
6718,0,671.82,6,1
6719,0,671.92,6,1
6720,0,672.02,6,1
6721,0,672.12,6,1
6722,0,672.22,6,1
6723,0,672.32,6,1
6724,0,672.42,6,1
6725,0,672.52,6,1
6726,0,672.62,6,1
6727,0,672.72,6,1
6728,0,672.82,6,1
6729,0,672.92,6,1
6730,0,673.02,6,1
6731,0,673.12,6,1
6732,0,673.22,6,1
6733,0,673.32,6,1
6734,0,673.42,6,1
6735,0,673.52,6,1
6736,0,673.62,6,1
6737,0,673.72,6,1
6738,0,673.82,6,1
6739,0,673.92,6,1
6740,0,674.02,6,1
6741,0,674.12,6,1
6742,0,674.22,6,1
6743,0,674.32,6,1
6744,0,674.42,6,1
6745,0,674.52,6,1
6746,0,674.62,6,1
6747,0,674.72,6,1
6748,0,674.82,6,1
6749,0,674.92,6,1
6750,0,675.02,6,1
6751,0,675.12,6,1
6752,0,675.22,6,1
6753,0,675.32,6,1
6754,0,675.42,6,1
6755,0,675.52,6,1
6756,0,675.62,6,1
6757,0,675.72,6,1
6758,0,675.82,6,1
6759,0,675.92,6,1
6760,0,676.02,6,1
6761,0,676.12,6,1
6762,0,676.22,6,1
6763,0,676.32,6,1
6764,0,676.42,6,1
6765,0,676.52,6,1
6766,0,676.62,6,1
6767,0,676.72,6,1
6768,0,676.82,6,1
6769,0,676.92,6,1
6770,0,677.02,6,1
6771,0,677.12,6,1
6772,0,677.22,6,1
6773,0,677.32,6,1
6774,0,677.42,6,1
6775,0,677.52,6,1
6776,0,677.62,6,1
6777,0,677.72,6,1
6778,0,677.82,6,1
6779,0,677.92,6,1
6780,0,678.02,6,1
6781,0,678.12,6,1
6782,0,678.22,6,1
6783,0,678.32,6,1
6784,0,678.42,6,1
6785,0,678.52,6,1
6786,0,678.62,6,1
6787,0,678.72,6,1
6788,0,678.82,6,1
6789,0,678.92,6,1
6790,0,679.02,6,1
6791,0,679.12,6,1
6792,0,679.22,6,1
6793,0,679.32,6,1
6794,0,679.42,6,1
6795,0,679.52,6,1
6796,0,679.62,6,1
6797,0,679.72,6,1
6798,0,679.82,6,1
6799,0,679.92,6,1
6800,0,680.02,6,1
6801,0,680.12,6,1
6802,0,680.22,6,1
6803,0,680.32,6,1
6804,0,680.42,6,1
6805,0,680.52,6,1
6806,0,680.62,6,1
6807,0,680.72,6,1
6808,0,680.82,6,1
6809,0,680.92,6,1
