,subject,trial,y_time,y
7438,6,1,743.82,0
7439,6,1,743.92,0
7440,6,1,744.02,0
7441,6,1,744.12,0
7442,6,1,744.22,0
7443,6,1,744.32,0
7444,6,1,744.42,0
7445,6,1,744.52,0
7446,6,1,744.62,0
7447,6,1,744.72,0
7448,6,1,744.82,0
7449,6,1,744.92,0
7450,6,1,745.02,0
7451,6,1,745.12,0
7452,6,1,745.22,0
7453,6,1,745.32,0
7454,6,1,745.42,0
7455,6,1,745.52,0
7456,6,1,745.62,0
7457,6,1,745.72,0
7458,6,1,745.82,0
7459,6,1,745.92,0
7460,6,1,746.02,0
7461,6,1,746.12,0
7462,6,1,746.22,0
7463,6,1,746.32,0
7464,6,1,746.42,0
7465,6,1,746.52,0
7466,6,1,746.62,0
7467,6,1,746.72,0
7468,6,1,746.82,0
7469,6,1,746.92,0
7470,6,1,747.02,0
7471,6,1,747.12,0
7472,6,1,747.22,0
7473,6,1,747.32,0
7474,6,1,747.42,0
7475,6,1,747.52,0
7476,6,1,747.62,0
7477,6,1,747.72,0
7478,6,1,747.82,0
7479,6,1,747.92,0
7480,6,1,748.02,0
7481,6,1,748.12,0
7482,6,1,748.22,0
7483,6,1,748.32,0
7484,6,1,748.42,0
7485,6,1,748.52,0
7486,6,1,748.62,0
7487,6,1,748.72,0
7488,6,1,748.82,0
7489,6,1,748.92,0
7490,6,1,749.02,0
7491,6,1,749.12,0
7492,6,1,749.22,0
7493,6,1,749.32,0
7494,6,1,749.42,0
7495,6,1,749.52,0
7496,6,1,749.62,0
7497,6,1,749.72,0
7498,6,1,749.82,0
7499,6,1,749.92,0
7500,6,1,750.02,0
7501,6,1,750.12,0
7502,6,1,750.22,0
7503,6,1,750.32,0
7504,6,1,750.42,0
7505,6,1,750.52,0
7506,6,1,750.62,0
7507,6,1,750.72,0
7508,6,1,750.82,0
7509,6,1,750.92,0
7510,6,1,751.02,0
7511,6,1,751.12,0
7512,6,1,751.22,0
7513,6,1,751.32,0
7514,6,1,751.42,0
7515,6,1,751.52,0
7516,6,1,751.62,0
7517,6,1,751.72,0
7518,6,1,751.82,0
7519,6,1,751.92,0
7520,6,1,752.02,0
7521,6,1,752.12,0
7522,6,1,752.22,0
7523,6,1,752.32,0
7524,6,1,752.42,0
7525,6,1,752.52,0
7526,6,1,752.62,0
7527,6,1,752.72,0
7528,6,1,752.82,0
7529,6,1,752.92,0
7530,6,1,753.02,0
7531,6,1,753.12,0
7532,6,1,753.22,0
7533,6,1,753.32,0
7534,6,1,753.42,0
7535,6,1,753.52,0
7536,6,1,753.62,0
7537,6,1,753.72,0
7538,6,1,753.82,0
7539,6,1,753.92,0
7540,6,1,754.02,0
7541,6,1,754.12,0
7542,6,1,754.22,0
7543,6,1,754.32,0
7544,6,1,754.42,0
7545,6,1,754.52,0
7546,6,1,754.62,0
7547,6,1,754.72,0
7548,6,1,754.82,0
7549,6,1,754.92,0
7550,6,1,755.02,0
7551,6,1,755.12,0
7552,6,1,755.22,0
7553,6,1,755.32,0
7554,6,1,755.42,0
7555,6,1,755.52,0
7556,6,1,755.62,0
7557,6,1,755.72,0
7558,6,1,755.82,0
7559,6,1,755.92,0
7560,6,1,756.02,0
7561,6,1,756.12,0
7562,6,1,756.22,0
7563,6,1,756.32,0
7564,6,1,756.42,0
7565,6,1,756.52,0
7566,6,1,756.62,0
7567,6,1,756.72,0
7568,6,1,756.82,0
7569,6,1,756.92,0
7570,6,1,757.02,0
7571,6,1,757.12,0
7572,6,1,757.22,0
7573,6,1,757.32,0
7574,6,1,757.42,0
7575,6,1,757.52,0
7576,6,1,757.62,0
7577,6,1,757.72,0
7578,6,1,757.82,0
7579,6,1,757.92,0
7580,6,1,758.02,0
7581,6,1,758.12,0
7582,6,1,758.22,0
7583,6,1,758.32,0
7584,6,1,758.42,0
7585,6,1,758.52,0
7586,6,1,758.62,0
7587,6,1,758.72,0
7588,6,1,758.82,0
7589,6,1,758.92,0
7590,6,1,759.02,0
7591,6,1,759.12,0
7592,6,1,759.22,0
7593,6,1,759.32,0
7594,6,1,759.42,0
7595,6,1,759.52,0
7596,6,1,759.62,0
7597,6,1,759.72,0
7598,6,1,759.82,0
7599,6,1,759.92,0
7600,6,1,760.02,0
7601,6,1,760.12,0
7602,6,1,760.22,0
7603,6,1,760.32,0
7604,6,1,760.42,0
7605,6,1,760.52,0
7606,6,1,760.62,0
7607,6,1,760.72,0
7608,6,1,760.82,0
7609,6,1,760.92,0
7610,6,1,761.02,0
7611,6,1,761.12,0
7612,6,1,761.22,0
7613,6,1,761.32,0
7614,6,1,761.42,0
7615,6,1,761.52,0
7616,6,1,761.62,0
7617,6,1,761.72,0
7618,6,1,761.82,0
7619,6,1,761.92,0
7620,6,1,762.02,0
7621,6,1,762.12,0
7622,6,1,762.22,0
7623,6,1,762.32,0
7624,6,1,762.42,0
7625,6,1,762.52,0
7626,6,1,762.62,0
7627,6,1,762.72,0
7628,6,1,762.82,0
7629,6,1,762.92,0
7630,6,1,763.02,0
7631,6,1,763.12,0
7632,6,1,763.22,0
7633,6,1,763.32,0
7634,6,1,763.42,0
7635,6,1,763.52,0
7636,6,1,763.62,0
7637,6,1,763.72,0
7638,6,1,763.82,0
7639,6,1,763.92,0
7640,6,1,764.02,0
7641,6,1,764.12,0
7642,6,1,764.22,0
7643,6,1,764.32,0
7644,6,1,764.42,0
7645,6,1,764.52,0
7646,6,1,764.62,0
7647,6,1,764.72,0
7648,6,1,764.82,0
7649,6,1,764.92,0
7650,6,1,765.02,0
7651,6,1,765.12,0
7652,6,1,765.22,0
7653,6,1,765.32,0
7654,6,1,765.42,0
7655,6,1,765.52,0
7656,6,1,765.62,0
7657,6,1,765.72,0
7658,6,1,765.82,0
7659,6,1,765.92,0
7660,6,1,766.02,0
7661,6,1,766.12,0
7662,6,1,766.22,0
7663,6,1,766.32,0
7664,6,1,766.42,0
7665,6,1,766.52,0
7666,6,1,766.62,0
7667,6,1,766.72,0
7668,6,1,766.82,0
7669,6,1,766.92,0
7670,6,1,767.02,0
7671,6,1,767.12,0
7672,6,1,767.22,0
7673,6,1,767.32,0
7674,6,1,767.42,0
7675,6,1,767.52,0
7676,6,1,767.62,0
7677,6,1,767.72,0
7678,6,1,767.82,0
7679,6,1,767.92,0
7680,6,1,768.02,0
7681,6,1,768.12,0
7682,6,1,768.22,0
7683,6,1,768.32,0
7684,6,1,768.42,0
7685,6,1,768.52,0
7686,6,1,768.62,0
7687,6,1,768.72,0
7688,6,1,768.82,0
7689,6,1,768.92,0
7690,6,1,769.02,0
7691,6,1,769.12,0
7692,6,1,769.22,0
7693,6,1,769.32,0
7694,6,1,769.42,0
7695,6,1,769.52,0
7696,6,1,769.62,0
7697,6,1,769.72,0
7698,6,1,769.82,0
7699,6,1,769.92,0
7700,6,1,770.02,0
7701,6,1,770.12,0
7702,6,1,770.22,0
7703,6,1,770.32,0
7704,6,1,770.42,0
7705,6,1,770.52,0
7706,6,1,770.62,0
7707,6,1,770.72,0
7708,6,1,770.82,0
7709,6,1,770.92,0
7710,6,1,771.02,0
7711,6,1,771.12,0
7712,6,1,771.22,0
7713,6,1,771.32,0
7714,6,1,771.42,0
7715,6,1,771.52,0
7716,6,1,771.62,0
7717,6,1,771.72,0
7718,6,1,771.82,0
7719,6,1,771.92,0
7720,6,1,772.02,0
7721,6,1,772.12,0
7722,6,1,772.22,0
7723,6,1,772.32,0
7724,6,1,772.42,0
7725,6,1,772.52,0
7726,6,1,772.62,0
7727,6,1,772.72,0
7728,6,1,772.82,0
7729,6,1,772.92,0
7730,6,1,773.02,0
7731,6,1,773.12,0
7732,6,1,773.22,0
7733,6,1,773.32,0
7734,6,1,773.42,0
7735,6,1,773.52,0
7736,6,1,773.62,0
7737,6,1,773.72,0
7738,6,1,773.82,0
7739,6,1,773.92,0
7740,6,1,774.02,0
7741,6,1,774.12,0
7742,6,1,774.22,0
7743,6,1,774.32,0
7744,6,1,774.42,0
7745,6,1,774.52,0
7746,6,1,774.62,0
7747,6,1,774.72,0
7748,6,1,774.82,0
7749,6,1,774.92,0
7750,6,1,775.02,0
7751,6,1,775.12,0
7752,6,1,775.22,0
7753,6,1,775.32,0
7754,6,1,775.42,0
7755,6,1,775.52,0
7756,6,1,775.62,0
7757,6,1,775.72,0
7758,6,1,775.82,0
7759,6,1,775.92,0
7760,6,1,776.02,0
7761,6,1,776.12,0
7762,6,1,776.22,0
7763,6,1,776.32,0
7764,6,1,776.42,0
7765,6,1,776.52,0
7766,6,1,776.62,0
7767,6,1,776.72,0
7768,6,1,776.82,0
7769,6,1,776.92,0
7770,6,1,777.02,0
7771,6,1,777.12,0
7772,6,1,777.22,0
7773,6,1,777.32,0
7774,6,1,777.42,0
7775,6,1,777.52,0
7776,6,1,777.62,0
7777,6,1,777.72,0
7778,6,1,777.82,0
7779,6,1,777.92,0
7780,6,1,778.02,0
7781,6,1,778.12,0
7782,6,1,778.22,0
7783,6,1,778.32,0
7784,6,1,778.42,0
7785,6,1,778.52,0
7786,6,1,778.62,0
7787,6,1,778.72,0
7788,6,1,778.82,0
7789,6,1,778.92,0
7790,6,1,779.02,0
7791,6,1,779.12,0
7792,6,1,779.22,0
7793,6,1,779.32,0
7794,6,1,779.42,0
7795,6,1,779.52,0
7796,6,1,779.62,0
7797,6,1,779.72,0
7798,6,1,779.82,0
7799,6,1,779.92,0
7800,6,1,780.02,0
7801,6,1,780.12,0
7802,6,1,780.22,0
7803,6,1,780.32,0
7804,6,1,780.42,0
7805,6,1,780.52,0
7806,6,1,780.62,0
7807,6,1,780.72,0
7808,6,1,780.82,0
7809,6,1,780.92,0
7810,6,1,781.02,0
7811,6,1,781.12,0
7812,6,1,781.22,0
7813,6,1,781.32,0
7814,6,1,781.42,0
7815,6,1,781.52,0
7816,6,1,781.62,0
7817,6,1,781.72,0
7818,6,1,781.82,0
7819,6,1,781.92,0
7820,6,1,782.02,0
7821,6,1,782.12,0
7822,6,1,782.22,0
7823,6,1,782.32,0
7824,6,1,782.42,0
7825,6,1,782.52,0
7826,6,1,782.62,0
7827,6,1,782.72,0
7828,6,1,782.82,0
7829,6,1,782.92,0
7830,6,1,783.02,0
7831,6,1,783.12,0
7832,6,1,783.22,0
7833,6,1,783.32,0
7834,6,1,783.42,0
7835,6,1,783.52,0
7836,6,1,783.62,0
7837,6,1,783.72,0
7838,6,1,783.82,0
7839,6,1,783.92,0
7840,6,1,784.02,0
7841,6,1,784.12,0
7842,6,1,784.22,0
7843,6,1,784.32,0
7844,6,1,784.42,0
7845,6,1,784.52,0
7846,6,1,784.62,0
7847,6,1,784.72,0
7848,6,1,784.82,0
7849,6,1,784.92,0
7850,6,1,785.02,0
7851,6,1,785.12,0
7852,6,1,785.22,0
7853,6,1,785.32,0
7854,6,1,785.42,0
7855,6,1,785.52,0
7856,6,1,785.62,0
7857,6,1,785.72,0
7858,6,1,785.82,0
7859,6,1,785.92,0
7860,6,1,786.02,0
7861,6,1,786.12,0
7862,6,1,786.22,0
7863,6,1,786.32,0
7864,6,1,786.42,0
7865,6,1,786.52,0
7866,6,1,786.62,0
7867,6,1,786.72,0
7868,6,1,786.82,0
7869,6,1,786.92,0
7870,6,1,787.02,0
7871,6,1,787.12,0
7872,6,1,787.22,0
7873,6,1,787.32,0
7874,6,1,787.42,0
7875,6,1,787.52,0
7876,6,1,787.62,0
7877,6,1,787.72,0
7878,6,1,787.82,0
7879,6,1,787.92,0
7880,6,1,788.02,0
7881,6,1,788.12,0
7882,6,1,788.22,0
7883,6,1,788.32,0
7884,6,1,788.42,0
7885,6,1,788.52,0
7886,6,1,788.62,0
7887,6,1,788.72,0
7888,6,1,788.82,0
7889,6,1,788.92,0
7890,6,1,789.02,0
7891,6,1,789.12,0
7892,6,1,789.22,0
7893,6,1,789.32,0
7894,6,1,789.42,0
7895,6,1,789.52,0
7896,6,1,789.62,0
7897,6,1,789.72,0
7898,6,1,789.82,0
7899,6,1,789.92,0
7900,6,1,790.02,0
7901,6,1,790.12,0
7902,6,1,790.22,0
7903,6,1,790.32,0
7904,6,1,790.42,0
7905,6,1,790.52,0
7906,6,1,790.62,0
7907,6,1,790.72,0
7908,6,1,790.82,0
7909,6,1,790.92,0
7910,6,1,791.02,0
7911,6,1,791.12,0
7912,6,1,791.22,0
7913,6,1,791.32,0
7914,6,1,791.42,0
7915,6,1,791.52,0
7916,6,1,791.62,0
7917,6,1,791.72,0
7918,6,1,791.82,0
7919,6,1,791.92,0
7920,6,1,792.02,0
7921,6,1,792.12,0
7922,6,1,792.22,0
7923,6,1,792.32,0
7924,6,1,792.42,0
7925,6,1,792.52,0
7926,6,1,792.62,0
7927,6,1,792.72,0
7928,6,1,792.82,0
7929,6,1,792.92,0
7930,6,1,793.02,0
7931,6,1,793.12,0
7932,6,1,793.22,0
7933,6,1,793.32,0
7934,6,1,793.42,0
7935,6,1,793.52,0
7936,6,1,793.62,0
7937,6,1,793.72,0
7938,6,1,793.82,0
7939,6,1,793.92,0
7940,6,1,794.02,0
7941,6,1,794.12,0
7942,6,1,794.22,0
7943,6,1,794.32,0
7944,6,1,794.42,0
7945,6,1,794.52,0
7946,6,1,794.62,0
7947,6,1,794.72,0
7948,6,1,794.82,0
7949,6,1,794.92,0
7950,6,1,795.02,0
7951,6,1,795.12,0
7952,6,1,795.22,0
7953,6,1,795.32,0
7954,6,1,795.42,0
7955,6,1,795.52,0
7956,6,1,795.62,0
7957,6,1,795.72,0
7958,6,1,795.82,0
7959,6,1,795.92,0
7960,6,1,796.02,0
7961,6,1,796.12,0
7962,6,1,796.22,0
7963,6,1,796.32,0
7964,6,1,796.42,0
7965,6,1,796.52,0
7966,6,1,796.62,0
7967,6,1,796.72,0
7968,6,1,796.82,0
7969,6,1,796.92,0
7970,6,1,797.02,0
7971,6,1,797.12,0
7972,6,1,797.22,0
7973,6,1,797.32,0
7974,6,1,797.42,0
7975,6,1,797.52,0
7976,6,1,797.62,0
7977,6,1,797.72,0
7978,6,1,797.82,0
7979,6,1,797.92,0
7980,6,1,798.02,0
7981,6,1,798.12,0
7982,6,1,798.22,0
7983,6,1,798.32,0
7984,6,1,798.42,0
7985,6,1,798.52,0
7986,6,1,798.62,0
7987,6,1,798.72,0
7988,6,1,798.82,0
7989,6,1,798.92,0
7990,6,1,799.02,0
7991,6,1,799.12,0
7992,6,1,799.22,0
7993,6,1,799.32,0
7994,6,1,799.42,0
7995,6,1,799.52,0
7996,6,1,799.62,0
7997,6,1,799.72,0
7998,6,1,799.82,0
7999,6,1,799.92,0
8000,6,1,800.02,0
8001,6,1,800.12,0
8002,6,1,800.22,0
8003,6,1,800.32,0
8004,6,1,800.42,0
8005,6,1,800.52,0
8006,6,1,800.62,0
8007,6,1,800.72,0
8008,6,1,800.82,0
8009,6,1,800.92,0
8010,6,1,801.02,0
8011,6,1,801.12,0
8012,6,1,801.22,0
8013,6,1,801.32,0
8014,6,1,801.42,0
8015,6,1,801.52,0
8016,6,1,801.62,0
8017,6,1,801.72,0
8018,6,1,801.82,0
8019,6,1,801.92,0
8020,6,1,802.02,0
8021,6,1,802.12,0
8022,6,1,802.22,0
8023,6,1,802.32,0
8024,6,1,802.42,0
8025,6,1,802.52,0
8026,6,1,802.62,0
8027,6,1,802.72,0
8028,6,1,802.82,0
8029,6,1,802.92,0
8030,6,1,803.02,0
8031,6,1,803.12,0
8032,6,1,803.22,0
8033,6,1,803.32,0
8034,6,1,803.42,0
8035,6,1,803.52,0
8036,6,1,803.62,0
8037,6,1,803.72,0
8038,6,1,803.82,0
8039,6,1,803.92,0
8040,6,1,804.02,0
8041,6,1,804.12,0
8042,6,1,804.22,0
8043,6,1,804.32,0
8044,6,1,804.42,0
8045,6,1,804.52,0
8046,6,1,804.62,0
8047,6,1,804.72,0
8048,6,1,804.82,0
8049,6,1,804.92,0
8050,6,1,805.02,0
8051,6,1,805.12,0
8052,6,1,805.22,0
8053,6,1,805.32,0
8054,6,1,805.42,0
8055,6,1,805.52,0
8056,6,1,805.62,0
8057,6,1,805.72,0
8058,6,1,805.82,0
8059,6,1,805.92,0
8060,6,1,806.02,0
8061,6,1,806.12,0
8062,6,1,806.22,0
8063,6,1,806.32,0
8064,6,1,806.42,0
8065,6,1,806.52,0
8066,6,1,806.62,0
8067,6,1,806.72,0
8068,6,1,806.82,0
8069,6,1,806.92,0
8070,6,1,807.02,0
8071,6,1,807.12,0
8072,6,1,807.22,0
8073,6,1,807.32,0
8074,6,1,807.42,0
8075,6,1,807.52,0
8076,6,1,807.62,0
8077,6,1,807.72,0
8078,6,1,807.82,0
8079,6,1,807.92,0
8080,6,1,808.02,0
8081,6,1,808.12,0
8082,6,1,808.22,0
8083,6,1,808.32,0
8084,6,1,808.42,0
8085,6,1,808.52,0
8086,6,1,808.62,0
8087,6,1,808.72,0
8088,6,1,808.82,0
8089,6,1,808.92,0
8090,6,1,809.02,0
8091,6,1,809.12,0
8092,6,1,809.22,0
8093,6,1,809.32,0
8094,6,1,809.42,0
8095,6,1,809.52,0
8096,6,1,809.62,0
8097,6,1,809.72,0
8098,6,1,809.82,0
8099,6,1,809.92,0
8100,6,1,810.02,0
8101,6,1,810.12,0
8102,6,1,810.22,0
8103,6,1,810.32,0
8104,6,1,810.42,0
8105,6,1,810.52,0
8106,6,1,810.62,0
8107,6,1,810.72,0
8108,6,1,810.82,0
8109,6,1,810.92,0
8110,6,1,811.02,0
8111,6,1,811.12,0
8112,6,1,811.22,0
8113,6,1,811.32,0
8114,6,1,811.42,0
8115,6,1,811.52,0
8116,6,1,811.62,0
8117,6,1,811.72,0
8118,6,1,811.82,0
8119,6,1,811.92,0
8120,6,1,812.02,0
8121,6,1,812.12,0
8122,6,1,812.22,0
8123,6,1,812.32,0
8124,6,1,812.42,0
8125,6,1,812.52,0
8126,6,1,812.62,0
8127,6,1,812.72,0
8128,6,1,812.82,0
8129,6,1,812.92,0
8130,6,1,813.02,0
8131,6,1,813.12,0
8132,6,1,813.22,0
8133,6,1,813.32,0
8134,6,1,813.42,0
8135,6,1,813.52,0
8136,6,1,813.62,0
8137,6,1,813.72,0
8138,6,1,813.82,0
8139,6,1,813.92,0
8140,6,1,814.02,0
8141,6,1,814.12,0
8142,6,1,814.22,0
8143,6,1,814.32,0
8144,6,1,814.42,0
8145,6,1,814.52,0
8146,6,1,814.62,0
8147,6,1,814.72,0
8148,6,1,814.82,0
8149,6,1,814.92,0
8150,6,1,815.02,0
8151,6,1,815.12,0
8152,6,1,815.22,0
8153,6,1,815.32,0
8154,6,1,815.42,0
8155,6,1,815.52,0
8156,6,1,815.62,0
8157,6,1,815.72,0
8158,6,1,815.82,0
8159,6,1,815.92,0
8160,6,1,816.02,0
8161,6,1,816.12,0
8162,6,1,816.22,0
8163,6,1,816.32,0
8164,6,1,816.42,0
8165,6,1,816.52,0
8166,6,1,816.62,0
8167,6,1,816.72,0
8168,6,1,816.82,0
8169,6,1,816.92,0
8170,6,1,817.02,0
8171,6,1,817.12,0
8172,6,1,817.22,0
8173,6,1,817.32,0
8174,6,1,817.42,0
8175,6,1,817.52,0
8176,6,1,817.62,0
8177,6,1,817.72,0
8178,6,1,817.82,0
8179,6,1,817.92,0
8180,6,1,818.02,0
8181,6,1,818.12,0
8182,6,1,818.22,0
8183,6,1,818.32,0
8184,6,1,818.42,0
8185,6,1,818.52,0
8186,6,1,818.62,0
8187,6,1,818.72,0
8188,6,1,818.82,0
8189,6,1,818.92,0
8190,6,1,819.02,0
8191,6,1,819.12,0
8192,6,1,819.22,0
8193,6,1,819.32,0
8194,6,1,819.42,0
8195,6,1,819.52,0
8196,6,1,819.62,0
8197,6,1,819.72,0
8198,6,1,819.82,0
8199,6,1,819.92,0
8200,6,1,820.02,0
8201,6,1,820.12,0
8202,6,1,820.22,0
8203,6,1,820.32,0
8204,6,1,820.42,0
8205,6,1,820.52,0
8206,6,1,820.62,0
8207,6,1,820.72,0
8208,6,1,820.82,0
8209,6,1,820.92,0
8210,6,1,821.02,0
8211,6,1,821.12,0
8212,6,1,821.22,0
8213,6,1,821.32,0
8214,6,1,821.42,0
8215,6,1,821.52,0
8216,6,1,821.62,0
8217,6,1,821.72,0
8218,6,1,821.82,0
8219,6,1,821.92,0
8220,6,1,822.02,0
8221,6,1,822.12,0
8222,6,1,822.22,0
8223,6,1,822.32,0
8224,6,1,822.42,0
8225,6,1,822.52,0
8226,6,1,822.62,0
8227,6,1,822.72,0
8228,6,1,822.82,0
8229,6,1,822.92,0
8230,6,1,823.02,0
8231,6,1,823.12,0
8232,6,1,823.22,0
8233,6,1,823.32,0
8234,6,1,823.42,0
8235,6,1,823.52,0
8236,6,1,823.62,0
8237,6,1,823.72,0
8238,6,1,823.82,0
8239,6,1,823.92,0
8240,6,1,824.02,0
8241,6,1,824.12,0
8242,6,1,824.22,0
8243,6,1,824.32,0
8244,6,1,824.42,0
8245,6,1,824.52,0
8246,6,1,824.62,0
8247,6,1,824.72,0
8248,6,1,824.82,0
8249,6,1,824.92,0
8250,6,1,825.02,0
8251,6,1,825.12,0
8252,6,1,825.22,0
8253,6,1,825.32,0
8254,6,1,825.42,0
8255,6,1,825.52,0
8256,6,1,825.62,0
8257,6,1,825.72,0
8258,6,1,825.82,0
8259,6,1,825.92,0
8260,6,1,826.02,0
8261,6,1,826.12,0
8262,6,1,826.22,0
8263,6,1,826.32,0
8264,6,1,826.42,0
8265,6,1,826.52,0
8266,6,1,826.62,0
8267,6,1,826.72,0
8268,6,1,826.82,0
8269,6,1,826.92,0
8270,6,1,827.02,0
8271,6,1,827.12,0
8272,6,1,827.22,0
8273,6,1,827.32,0
8274,6,1,827.42,0
8275,6,1,827.52,0
8276,6,1,827.62,0
8277,6,1,827.72,0
8278,6,1,827.82,0
8279,6,1,827.92,0
8280,6,1,828.02,0
8281,6,1,828.12,0
8282,6,1,828.22,0
8283,6,1,828.32,0
8284,6,1,828.42,0
8285,6,1,828.52,0
8286,6,1,828.62,0
8287,6,1,828.72,0
8288,6,1,828.82,0
8289,6,1,828.92,0
8290,6,1,829.02,0
8291,6,1,829.12,0
8292,6,1,829.22,0
8293,6,1,829.32,0
8294,6,1,829.42,1
8295,6,1,829.52,1
8296,6,1,829.62,1
8297,6,1,829.72,1
8298,6,1,829.82,1
8299,6,1,829.92,1
8300,6,1,830.02,1
8301,6,1,830.12,1
8302,6,1,830.22,1
8303,6,1,830.32,1
8304,6,1,830.42,1
8305,6,1,830.52,1
8306,6,1,830.62,1
8307,6,1,830.72,1
8308,6,1,830.82,1
8309,6,1,830.92,1
8310,6,1,831.02,1
8311,6,1,831.12,1
8312,6,1,831.22,1
8313,6,1,831.32,1
8314,6,1,831.42,1
8315,6,1,831.52,1
8316,6,1,831.62,1
8317,6,1,831.72,1
8318,6,1,831.82,1
8319,6,1,831.92,1
8320,6,1,832.02,1
8321,6,1,832.12,1
8322,6,1,832.22,1
8323,6,1,832.32,1
8324,6,1,832.42,1
8325,6,1,832.52,1
8326,6,1,832.62,1
8327,6,1,832.72,1
8328,6,1,832.82,1
8329,6,1,832.92,0
8330,6,1,833.02,0
8331,6,1,833.12,0
8332,6,1,833.22,0
8333,6,1,833.32,0
8334,6,1,833.42,0
8335,6,1,833.52,0
8336,6,1,833.62,0
8337,6,1,833.72,0
8338,6,1,833.82,0
8339,6,1,833.92,0
8340,6,1,834.02,0
8341,6,1,834.12,0
8342,6,1,834.22,0
8343,6,1,834.32,0
8344,6,1,834.42,0
8345,6,1,834.52,0
8346,6,1,834.62,0
8347,6,1,834.72,1
8348,6,1,834.82,1
8349,6,1,834.92,1
8350,6,1,835.02,1
8351,6,1,835.12,1
8352,6,1,835.22,1
8353,6,1,835.32,1
8354,6,1,835.42,1
8355,6,1,835.52,1
8356,6,1,835.62,1
8357,6,1,835.72,1
8358,6,1,835.82,1
8359,6,1,835.92,1
8360,6,1,836.02,1
8361,6,1,836.12,1
8362,6,1,836.22,1
8363,6,1,836.32,1
8364,6,1,836.42,1
8365,6,1,836.52,1
8366,6,1,836.62,1
8367,6,1,836.72,1
8368,6,1,836.82,1
8369,6,1,836.92,1
8370,6,1,837.02,1
8371,6,1,837.12,1
8372,6,1,837.22,1
8373,6,1,837.32,1
8374,6,1,837.42,1
8375,6,1,837.52,1
8376,6,1,837.62,1
8377,6,1,837.72,1
8378,6,1,837.82,1
8379,6,1,837.92,1
8380,6,1,838.02,1
8381,6,1,838.12,1
8382,6,1,838.22,0
8383,6,1,838.32,0
8384,6,1,838.42,0
8385,6,1,838.52,0
8386,6,1,838.62,0
8387,6,1,838.72,0
8388,6,1,838.82,0
8389,6,1,838.92,0
8390,6,1,839.02,0
8391,6,1,839.12,0
8392,6,1,839.22,0
8393,6,1,839.32,0
8394,6,1,839.42,0
8395,6,1,839.52,0
8396,6,1,839.62,0
8397,6,1,839.72,0
8398,6,1,839.82,0
8399,6,1,839.92,0
8400,6,1,840.02,0
8401,6,1,840.12,0
8402,6,1,840.22,0
8403,6,1,840.32,1
8404,6,1,840.42,1
8405,6,1,840.52,1
8406,6,1,840.62,1
8407,6,1,840.72,1
8408,6,1,840.82,1
8409,6,1,840.92,1
8410,6,1,841.02,1
8411,6,1,841.12,1
8412,6,1,841.22,1
8413,6,1,841.32,1
8414,6,1,841.42,1
8415,6,1,841.52,1
8416,6,1,841.62,1
8417,6,1,841.72,1
8418,6,1,841.82,1
8419,6,1,841.92,1
8420,6,1,842.02,1
8421,6,1,842.12,1
8422,6,1,842.22,1
8423,6,1,842.32,1
8424,6,1,842.42,1
8425,6,1,842.52,1
8426,6,1,842.62,1
8427,6,1,842.72,1
8428,6,1,842.82,1
8429,6,1,842.92,1
8430,6,1,843.02,1
8431,6,1,843.12,1
8432,6,1,843.22,0
8433,6,1,843.32,0
8434,6,1,843.42,0
8435,6,1,843.52,0
8436,6,1,843.62,0
8437,6,1,843.72,0
8438,6,1,843.82,0
8439,6,1,843.92,0
8440,6,1,844.02,0
8441,6,1,844.12,0
8442,6,1,844.22,0
8443,6,1,844.32,0
8444,6,1,844.42,0
8445,6,1,844.52,0
8446,6,1,844.62,0
8447,6,1,844.72,0
8448,6,1,844.82,0
8449,6,1,844.92,0
8450,6,1,845.02,0
8451,6,1,845.12,0
8452,6,1,845.22,0
8453,6,1,845.32,0
8454,6,1,845.42,0
8455,6,1,845.52,0
8456,6,1,845.62,0
8457,6,1,845.72,0
8458,6,1,845.82,0
8459,6,1,845.92,0
8460,6,1,846.02,0
8461,6,1,846.12,0
8462,6,1,846.22,0
8463,6,1,846.32,0
8464,6,1,846.42,0
8465,6,1,846.52,0
8466,6,1,846.62,0
8467,6,1,846.72,0
8468,6,1,846.82,0
8469,6,1,846.92,0
8470,6,1,847.02,0
8471,6,1,847.12,0
8472,6,1,847.22,0
8473,6,1,847.32,0
8474,6,1,847.42,0
8475,6,1,847.52,0
8476,6,1,847.62,0
8477,6,1,847.72,0
8478,6,1,847.82,0
8479,6,1,847.92,0
8480,6,1,848.02,0
8481,6,1,848.12,0
8482,6,1,848.22,0
8483,6,1,848.32,0
8484,6,1,848.42,0
8485,6,1,848.52,0
8486,6,1,848.62,0
8487,6,1,848.72,0
8488,6,1,848.82,0
8489,6,1,848.92,0
8490,6,1,849.02,0
8491,6,1,849.12,0
8492,6,1,849.22,0
8493,6,1,849.32,0
8494,6,1,849.42,0
8495,6,1,849.52,0
8496,6,1,849.62,0
8497,6,1,849.72,0
8498,6,1,849.82,0
8499,6,1,849.92,0
8500,6,1,850.02,0
8501,6,1,850.12,0
8502,6,1,850.22,0
8503,6,1,850.32,0
8504,6,1,850.42,0
8505,6,1,850.52,0
8506,6,1,850.62,0
8507,6,1,850.72,0
8508,6,1,850.82,0
8509,6,1,850.92,0
8510,6,1,851.02,0
8511,6,1,851.12,0
8512,6,1,851.22,0
